Package Name,Language,Date,Reviewer Name,Review title,Review,Rating,Review category
com.spotify.music,English,8/5/2016,Beckey Blewitt,amazing,perfect for that long drive in your car or cosy night in perfect !,5,u
com.spotify.music,English,8/5/2016,Chan Clutario,,👌,5,u
com.spotify.music,English,8/5/2016,Kirsten Hines,,i just wish that you can use the up with out wifi,3,f
com.spotify.music,English,8/5/2016,Gregory Michajlyszyn,love it!,it let' me listen to certain song easily. love it!,5,u
com.spotify.music,English,8/5/2016,Pam Yazzie,best music,love it,5,u
com.spotify.music,English,8/5/2016,Rhea Fue,,kaka,5,s
com.spotify.music,English,8/5/2016,Jessica Gray,,love it,5,u
com.spotify.music,English,8/5/2016,tayden goodman,off line,it will play music that you put on a playlist unless you pay money so not free music really,3,bu
com.spotify.music,English,8/5/2016,KK MarieOBX,great,"I sometimes use it to pass time or to have fun, but its great barely ANY ads. Best music app ever created 👌👍",5,u
com.spotify.music,English,8/5/2016,Ray Fernandez,,great app,5,u
com.spotify.music,English,8/5/2016,Xavier Marc Amante,exceptionally entertaining,love it,5,u
com.spotify.music,English,8/5/2016,Josh Jones,it s good,sound,5,u
com.spotify.music,English,8/5/2016,mckenndk,,good music service,5,u
com.spotify.music,English,8/5/2016,A Google User,,jeremy camp,5,s
com.spotify.music,English,8/5/2016,Jamahel Fayall,used to be great.,"Used to work flawlessly. Now I keep getting error messages,  saying the this song is currently unavailable. Other times I'll play music from a play list and the song will stop playing mid song, or won't advanced to the next track. Please fix! I don't want to take my money else where.",1,bu
com.spotify.music,English,8/5/2016,TaylorSwift Fan,awesome,Nothing to say. It's awesome! 😀👍,5,u
com.spotify.music,English,8/5/2016,Kimberly Brower,,i love this app,5,u
com.spotify.music,English,8/5/2016,Official JZ,some suggestion,you should add lycris and add a download button at the : button,3,f
com.spotify.music,English,8/5/2016,Corey Hood,spotify,premium cost too bloody much. otherwise amazing app,3,bu
com.spotify.music,English,8/5/2016,Jesper Van der Meij,,"very nice app, although i have trouble saving playlist to the sd card..",4,bu
com.spotify.music,English,8/5/2016,george bilunka,,all rock,5,u
com.spotify.music,English,8/5/2016,Don Clement,spotify,music player,4,s
com.spotify.music,English,8/5/2016,Aryho wahab,nice but..,why always show download in notification bar if i turn on wifi/mobile network??,4,b
com.spotify.music,English,8/5/2016,Jasmine Roberts,beyond perfect 👌👌👌,i love it !!! 5 star straight up !!!,5,u
com.spotify.music,English,8/5/2016,Gail Nestle Gianan,,Easy to use. Songs are updated. But I know that creators of this app can do better. You may want to upgrade some features 😊,4,fu
com.spotify.music,English,8/5/2016,edward sangalang,id6yitsitsits,djysitfisitsti,5,s
com.spotify.music,English,8/5/2016,Jacob Tolentino,cool,"there be a small amount of ad and you can listen to your music online anytime. everything else be good aside from the ads, but i do like how you have to shuffle your playlist instead of straight on pick a song.",4,bu
com.spotify.music,English,8/5/2016,Kelly Constable,,great app!,5,u
com.spotify.music,English,8/5/2016,Damiano Casula,best music,"best music app ever, very cheap for what it offers, i love it!",5,u
com.spotify.music,English,8/5/2016,Kat Burrows,..,just not my type of app,1,u
com.spotify.music,English,8/5/2016,indra tirto,,great apps,5,u
com.spotify.music,English,8/5/2016,Sam Saunders,quality fast player,can do better,4,u
com.spotify.music,English,8/5/2016,Mike Giocamea,,great music app the best yet.,5,u
com.spotify.music,English,8/5/2016,BamaJane,mobile and web!,enjoy spotify since the day i first try it!,5,u
com.spotify.music,English,8/5/2016,ExaminationOfTime ET,horrible,"i can listen to the music i want, when i shuffle for a song in my playlist it do let me listen to the song i chose, it choose totally random song that i do even know of and i honestly hate it!",1,ub
com.spotify.music,English,8/5/2016,Yu Jin Thio,wonderful,"in all the time we've be used spotify, it' be nothing but a joy to use.",5,u
com.spotify.music,English,8/5/2016,Teet K,works well.,i can listen to music on my phone yay!,5,u
com.spotify.music,English,8/5/2016,Caner Kamburoğlu,battery drain,i be huge fan of the service and long time premium user. but in last few month spotify connect start to drain my battery even it' not used in last few hours. they can find efficient way to provide this feature and do give an option to turn off. lot of person complain about this and spotify do nothing. this be ridiculous and irresponsible.,1,bu
com.spotify.music,English,8/5/2016,Carlou Aso,please read,ahmmm maybe i would be nice if there will be a lyric mode,4,f
com.spotify.music,English,8/5/2016,Anne Tyler-Bryant,,the ultimate for music listening. premium because you can listen to all your music offline. essential when stick somewhere with no network.,5,u
com.spotify.music,English,8/5/2016,Blu Spectrum,this works great,great,5,u
com.spotify.music,English,8/5/2016,The O,,more star if you add proper changelog to the update,3,fu
com.spotify.music,English,8/5/2016,Melvin Mauyao,powerful,Super powerful music player...super enjoying with its full featured musics that fits to all music lovers!😘😘😘,5,u
com.spotify.music,English,8/5/2016,Eric McFarlane,good stuff,mmhhhmmm that' some good stuff right there,5,u
com.spotify.music,English,8/5/2016,Sonia Aviles,me encanta,mejor q la demas.,5,s
com.spotify.music,English,8/5/2016,Danielle Hall,,perfect app to listen to song for sleepover,5,u
com.spotify.music,English,8/5/2016,Naomi David,won t show on facebook,will show what i'm listen to on facebook. sony xperia z3,1,b
com.spotify.music,English,8/5/2016,Kevin Elliott,can t choose the songs i want,"Even after I get a song in my library it STILL doesn't allow me to select it and makes me choose shuffle play and it makes me soo angry I just want to stick my hand through my  phone, slap the creators a in the face and tell them to fix this.😳",1,bu
com.spotify.music,English,8/5/2016,games;more fairy tail,it s great,good to listen to,4,u
com.spotify.music,English,8/5/2016,Sharlene Urquia,love it,hope it will be free soon. i cant afford when there be a premium. my premium will last till august 27. :),5,bu
com.spotify.music,English,8/5/2016,Patrick Smalley,can t login even after changing password,i have kyocera brigadier now... it work on my casio commando but functionality suck now i can log into my account at all have try change the password 5 time it keep send it to my email but do work,1,bu
com.spotify.music,English,8/5/2016,Todd Senesamrane,import songs from local playlists on phone,please spotify i want support for the mobile app to locally import song and to save song on all platforms. other wise its a fantastic app espicially for premium user,3,fu
com.spotify.music,English,8/5/2016,Jennifer Floria,,best music app i've try this far.,5,u
com.spotify.music,English,8/5/2016,Zahra Amartya,premium account,Work so well if you pay for premium account.  No ads and you can save offline. Needless to say I would give it 5 stars If there's lyric,4,fu
com.spotify.music,English,8/5/2016,Michael Dubensky,wow,thanks.,5,u
com.spotify.music,English,8/5/2016,Dominika Sypucińska,the best music ever 😃,i can listen my favourite music everyday even without wifi,5,u
com.spotify.music,English,8/5/2016,Simon Digweed,easy to work.,use it all the time.,5,u
com.spotify.music,English,8/5/2016,Romel Gopio,spotify,its good good music but its harmful for internet datum,4,u
com.spotify.music,English,8/5/2016,gypsygamer west,love it love it love it love it 93or8t,I really  do love it,5,u
com.spotify.music,English,8/5/2016,.,,love this app ;lt;33,4,u
com.spotify.music,English,8/5/2016,DiamondNinja2500 /Nick The Tiger,this sucks,i wish it be free,1,u
com.spotify.music,English,8/5/2016,Guillermo Goñi,de 10.,"Genial, es increíble",5,s
com.spotify.music,English,8/5/2016,Valerie Faler,it s ok,"i find song i like , not very many but it work",3,u
com.spotify.music,English,8/5/2016,Andvarr Andersson,awesome music player,perfect in every way...no glitch or screwy audio chop like other player,5,u
com.spotify.music,English,8/5/2016,Daniel Partida,,awesome,5,u
com.spotify.music,English,8/5/2016,Chelsea Penafort,nice,damn nice,4,u
com.spotify.music,English,8/5/2016,Vadhna Samedy Hun,,best,5,u
com.spotify.music,English,8/5/2016,Luke Willson,free music,free music!! although you can choose what exact song you want to play you can listen to most of your favorite music!!,5,fu
com.spotify.music,English,8/5/2016,Nathan Luu,weird problem,i'm listen to a song when my phone be in rest mode when it switch to a new song it do play the song i have to open my phone to get the song to play,3,b
com.spotify.music,English,8/5/2016,gabriel yamasaki,great music,have just about everything i need for my ears,5,u
com.spotify.music,English,8/5/2016,Esther James,don t know..,but it' fantastic,5,u
com.spotify.music,English,8/5/2016,jose navarro,,great app,5,u
com.spotify.music,English,8/5/2016,Sebastian Gloria,it s cool,be cool as hell bruh no lie,5,u
com.spotify.music,English,8/5/2016,James Wardle,awesome,best app eva,5,u
com.spotify.music,English,8/5/2016,Donald Colbert III,,pandora who!!!,5,u
com.spotify.music,English,8/5/2016,Uli Bessone,5 points,"just great, nothing to add",5,u
com.spotify.music,English,8/5/2016,Veronica Banks,,i love it,5,u
com.spotify.music,English,8/5/2016,Melissa Ramos,just awesome,i love this ..it's so simple ..,5,u
com.spotify.music,English,8/5/2016,Richard O'Rourke,,"great music, great app",5,u
com.spotify.music,English,8/5/2016,Sansa Baelish,waste of time,Great appwaste of !!!! 👊,1,u
com.spotify.music,English,8/5/2016,Ozan Kineş,,great app,5,u
com.spotify.music,English,8/5/2016,yuni damayanti,lyrics,add the lyric will be more enjoyed,3,fu
com.spotify.music,English,8/5/2016,Liezel Jean Capablanca Gomonid,extra ordinary,eo cauz it beyond the limit,5,u
com.spotify.music,English,8/5/2016,Loveliepearl Macasa,good,good,3,u
com.spotify.music,English,8/5/2016,Teahaa ت,good,nice,5,u
com.spotify.music,English,8/5/2016,Isaac Oro,lovin it,"one of the best, if not the best music app!",5,u
com.spotify.music,English,8/5/2016,Ryan Armstrong,ugh,can you let person who do have premium listen to music still without it only on shuffle. go back to before when the app be good and anyone can listen to music,1,bu
com.spotify.music,English,8/5/2016,jcast 007,,ye,5,s
com.spotify.music,English,8/5/2016,John Stout,,take a while to load after you save a couple thousand song,5,b
com.spotify.music,English,8/5/2016,A Google User,all the music you could ever want,subscribe to spotify since 2015. great app and tonne of music. have to buy a bigger sd card just to cope with the amount of play list i have.,5,u
com.spotify.music,English,8/5/2016,Mollo Clement,fantastic,i love ut it work everywherr and also to listen to your songsyou dony need to have wifi uf they r alrrady addrd so its freqt,5,u
com.spotify.music,English,8/5/2016,Jessica Munro,,"would be so much better if it have a sleep timer on it. i would definitely listen to it a lot more...but in all, its a good app.",3,fu
com.spotify.music,English,8/5/2016,Shannon Watson,i love this,spotify be used everyday love love love,5,u
com.spotify.music,English,8/5/2016,Christopher Vazquez,love it,good app,4,u
com.spotify.music,English,8/5/2016,Tranpoline daredevil,,I love  my music as much as I love social media this is a great app personally it's better than Pandora and if you buy premium like I did its cheaper than Pandora I think you would love it as much as I love social media.,4,u
com.spotify.music,English,8/4/2016,Kendal Harrison,cuts out,"its great but after 2 song keep stopping until you open the app up again, i have premium and it still do this which be very poor - will unsubscribe. also very hard to get technical support - spotify lead you to their support but you go round in circle be ask to look at other user issue - all i find out be that other user have have issue but nothing from spotify about how to fix it.",2,bu
com.spotify.music,English,8/4/2016,Stephen Briles,awesome,really loving this app. made me stop used my 160gb ipod classic.,5,u
com.spotify.music,English,8/4/2016,Alli Lovell,too many problems,"my song wont play unless i have the app open, they will even play if i have them save anymore. but now song will even save.",2,b
com.spotify.music,English,8/4/2016,Keshminder Singh,great!,a must have for all music lover out there. i can find almost every song i search for.,5,u
com.spotify.music,English,8/4/2016,Reza Ahmad Cheema,can t download offline via cellular,i have premium account but i can download offline via cellular. how can this happen spotify? answer this comment please,2,b
com.spotify.music,English,8/4/2016,Pam Wirkus,getting to know a little tricky,love so far,5,u
com.spotify.music,English,8/4/2016,Kiki Sylvana,love it,Very recomended this app 💜💜💜,5,u
com.spotify.music,English,8/4/2016,Jesse Lee,,shake and bake,5,u
com.spotify.music,English,8/4/2016,Ace- of-Spades,,This is just what I was looking for thanks  ya know,5,u
com.spotify.music,English,8/4/2016,Donoban Abella,,I love it😊,5,u
com.spotify.music,English,8/4/2016,Joshua Utter,nice awesome efficient,get high hit some tune and chill love this app always use it,5,u
com.spotify.music,English,8/4/2016,Chris Binek,best music,all my favorite music be on spotify,5,u
com.spotify.music,English,8/4/2016,johnathon kaplish,,really good,5,u
com.spotify.music,English,8/4/2016,Jett Rink,love this !,Can't believe it took me so long to find this app. It's  amazing!,5,u
com.spotify.music,English,8/4/2016,Timothy Field,loyal since day 1,I love Spotify! 100% great 99% of the time. I just wish you could work out deals to license to only paid subscribers.  Waiting for some larger albums feels like punishment.,4,fu
com.spotify.music,English,8/4/2016,tyler jelenevsky,,"i love the app but why be it that on any other device, computer, table, and console, can i listen to any song but on my phone i have to listen through a shuffle? it do make sense to me.",4,bu
com.spotify.music,English,8/4/2016,Lisa-Maree Joyce,,lisa,4,s
com.spotify.music,English,8/4/2016,jessie quintareyes,great,i'm very happy with the app..i really recomemd,5,u
com.spotify.music,English,8/4/2016,Z Summerfield,love it,it be better than pandora,5,u
com.spotify.music,English,8/4/2016,Shianne Bechhoefer,almost there.,selection of music be good. however i just purchased premium and the app crash like three time a day and i have to reboot my phone to get it to work again. please fix this.,4,bu
com.spotify.music,English,8/4/2016,Theresa Mae Torres,i really hate it,it always need a wifi to play,1,u
com.spotify.music,English,8/4/2016,Michele Ramos,great,only problem to many add but the music be great :),5,bu
com.spotify.music,English,8/4/2016,Devon Inge,better now,"they fix it, now it' great again",5,u
com.spotify.music,English,8/4/2016,Maiya Cadinha,,Love it❤,5,u
com.spotify.music,English,8/4/2016,Melvin Ponce,just 1 problem,love that im able to listen to any music i want except i cant but at least i can make 1 playlist for each song and shuffle play it because most of the time i get that song but i dont somtime but rarely,4,bu
com.spotify.music,English,8/4/2016,Kirsten Mackenzie,love it,this app be amazing! our whole entire family used it. but sometimes my mom will actually call me and tell me to get off cuz i kick her off spotify...oops. but i love the different playlist,5,bu
com.spotify.music,English,8/4/2016,Tan hua fong,great,amaze,5,u
com.spotify.music,English,8/4/2016,Adrian sandoval,top,So easy to  use,5,u
com.spotify.music,English,8/4/2016,Kaitlyn Marielle,it s the best,go and download it will blow your mind out,5,u
com.spotify.music,English,8/4/2016,DJ Mac Manik,love it.,Best music player.  Worth the money.!,5,u
com.spotify.music,English,8/4/2016,David Spritzer,oh hell yeah,love this app,5,u
com.spotify.music,English,8/4/2016,David Finn,bad,if your poor and need music its only ok,1,u
com.spotify.music,English,8/4/2016,Gus Damian,pretty cool,work great on my galaxy s4 still,4,u
com.spotify.music,English,8/4/2016,Janet Ferreyra,,amaze,5,u
com.spotify.music,English,8/4/2016,Kyle Langer,,nee.,4,u
com.spotify.music,English,8/4/2016,Tyler Hayes,music,mine,5,s
com.spotify.music,English,8/4/2016,Tyrell Jenkins,,great app for music lover,5,u
com.spotify.music,English,8/4/2016,Kimberly Requillas,satisfied,this app satisfied my need when it come to music. i'm used this apps for 1year ! i never regret to use my load for internet . worth it !,5,u
com.spotify.music,English,8/4/2016,zachary vanzee,gg,best app 2016-infinity,5,u
com.spotify.music,English,8/4/2016,Angela Boswell,,you can play every song you want.,5,u
com.spotify.music,English,8/4/2016,Daniel Goodberry,best music service and,"definitely worth the $10/mo for premium, although quality be excellent with the free service. ad just get old when listen during a workout, but i get my money's worth with the upgrade. email tell me when an artist i follow release a new album. apps generally work great on pc/ios/android.",5,u
com.spotify.music,English,8/4/2016,Arturo Fernandez,simple the best,you guy rock!!!,5,u
com.spotify.music,English,8/4/2016,Sam Musgrave,,selena gomez,5,s
com.spotify.music,English,8/4/2016,Jordin Robinson,nice,good app easy to use,5,u
com.spotify.music,English,8/4/2016,Viviana Manners,cool,drake and pop rap,5,s
com.spotify.music,English,8/4/2016,Alejandro Cordero Rios,i can t find any of the songs i like,i really want to get the song ( it' all over but the cry by ink spots) but it' not there please fix,3,bu
com.spotify.music,English,8/4/2016,Donny Chai,great,easy to use n no hassles. seriously consider paid membership,5,u
com.spotify.music,English,8/4/2016,Madison Garza,,score,5,s
com.spotify.music,English,8/4/2016,Just_ Yosan,,the app be like itune wicth be amazing,5,u
com.spotify.music,English,8/4/2016,SHAUN GIBSON,absolutely wicked outstanding,Totally brilliant and amazing app.                 It's got everything you ever want and look for this app is totally way better than the deezer app any day of the week or month or year constantly.,5,u
com.spotify.music,English,8/4/2016,Ken Vuong,,great app,5,u
com.spotify.music,English,8/4/2016,nduce nif,bad,not important,1,s
com.spotify.music,English,8/4/2016,Jace Smith,,such an epic app.,5,u
com.spotify.music,English,8/4/2016,Sully Namjoon Seungyoon,kpop,"It would be awesome of there was more updates on K-pop,  especially BTS and GOT7",4,f
com.spotify.music,English,8/4/2016,mark mendez,the best,the best,5,u
com.spotify.music,English,8/4/2016,Robert Popit,,it's good work,4,u
com.spotify.music,English,8/4/2016,Clayton Willis,oh my god,i love this app more than any it just need a few more ost's and the travele wilbury,5,fu
com.spotify.music,English,8/4/2016,Savannah Graham,,thus be the best,5,u
com.spotify.music,English,8/4/2016,what's up with Ellie Molewyk,awsome!! but,hi!! i love spotify! ! best music app ever!! but.... i wanna listen offline 2!! i've look at every music app !! and there not the real artist singing! ! it's terrible!! please make offline!!,5,fu
com.spotify.music,English,8/4/2016,Pulkit Sood,absolute essential,Can't live without it now!  Best part is get the premium and use on your PC as well!  Completely worth it.,5,u
com.spotify.music,English,8/4/2016,niya washington,good music,but it would have be better if the premium be free and u do have to buy it to play if music offline!,5,bu
com.spotify.music,English,8/4/2016,Armando Garza,,dig it,5,u
com.spotify.music,English,8/4/2016,Naufal Ardika,,spotify help me get all of song that i love,5,u
com.spotify.music,English,8/4/2016,David A,spotify,as promise 5 star,5,u
com.spotify.music,English,8/4/2016,Race Epling,horrible,i can even play one song by itself and the only way i can play something from my playlist be if i click shuffle play and even then i can skip to the song i want bc of bs,1,b
com.spotify.music,English,8/4/2016,Daniel Hill,,awesome song's,5,u
com.spotify.music,English,8/4/2016,Floyd Harris,waaay better than pandora,its amazing,5,u
com.spotify.music,English,8/4/2016,laiken merritt,recomend,this is way better than any music app i use it ever day songs are free but there is a skip limits if you don't Choose Wisely so u should 😂,5,bu
com.spotify.music,English,8/4/2016,Aldy Finney,mitchell gillett,very good. they need to put more country on though. but all and all very good. best music player yet,5,fu
com.spotify.music,English,8/4/2016,irving Escamilla,won t let me log back in,hi i'm a premium user and spotify will log me back in,1,b
com.spotify.music,English,8/4/2016,andrew nagy,my music,metal,5,s
com.spotify.music,English,8/4/2016,Ja'Hann Hannor,ok,Its  a Lil slow oh and can you get Beyonce s sorry,4,bf
com.spotify.music,English,8/4/2016,Desty Septiyan,good,siph,5,s
com.spotify.music,English,8/4/2016,devin metz,note 5,great app. wish i do have to pay tho lol but 10 buck aint bad,5,fu
com.spotify.music,English,8/4/2016,Quashiem Williams,the best music,it really help me when im bored everyone need to download it,5,u
com.spotify.music,English,8/4/2016,Lukasz Szymanski,missed light skin,i would like have light white theme to choice...,4,f
com.spotify.music,English,8/4/2016,Yasmin Rodriguez,love it,be a great app an be easy to look for the song you want .,5,u
com.spotify.music,English,8/4/2016,Rezqina Zahra Awalia,,like it,5,u
com.spotify.music,English,8/4/2016,macky bernardo,very good,better than download on youtube,5,u
com.spotify.music,English,8/4/2016,Kate B.,spot on,great music choice and connection,4,u
com.spotify.music,English,8/4/2016,Rosemarie Hernandez,spotify,Awesome app  too many ads but it's amazing,5,bu
com.spotify.music,English,8/4/2016,Drew Joggerst,fantastic,i can listen to all my music for free,5,u
com.spotify.music,English,8/4/2016,Catherine Ricks,in love with spotify,"all genre of music and artist avail except for new beyonce, prince.",5,fu
com.spotify.music,English,8/4/2016,Carolina Romagnoli,awesome,spotify be honestly the best thing ever! love it,5,u
com.spotify.music,English,8/4/2016,yolanda calbert,loving my music the way it is. .,i can play any one at any time. .in any order. .love it,5,u
com.spotify.music,English,8/4/2016,Brad Black,best music,great for discover new music,5,u
com.spotify.music,English,8/4/2016,Enrique Montano,good !,the only complain be sometimes song stop while they're play with no reason....,4,b
com.spotify.music,English,8/4/2016,Trevor Arnold,nothing better,what,5,s
com.spotify.music,English,8/4/2016,tom evans,goof,because,5,s
com.spotify.music,English,8/4/2016,Anth Loves Mish,killer,sex safe,5,s
com.spotify.music,English,8/4/2016,Crazy AKA,,it's free music who do like that,5,u
com.spotify.music,English,8/4/2016,Ashley Monique,amazing,best ever,5,u
com.spotify.music,English,8/4/2016,edotamba,,good app!,4,u
com.spotify.music,English,8/4/2016,Dewayne Martin,best in the playstore,spotify be the best music app ever but i miss the podcast. :(,5,bu
com.spotify.music,English,8/4/2016,Arturo parocua,,number one app for music,5,u
com.spotify.music,English,8/4/2016,A Google User,amazing,the best thing to ever happen to me. 10 banz 50 banz 100 banz fck it mannn!,5,u
com.spotify.music,English,8/4/2016,Brianna Chitwood,fun,It is so good I love the music and I love that it isn't a ripoff like other music apps.....😍😙😘,5,u
com.spotify.music,English,8/4/2016,Andrew Wederski,awesome,it be on until the song be ended!!!!!!!!,5,u
com.spotify.music,English,8/4/2016,PerryCoxPF93,best music easily.,"try apple, try google play. they all pale in comparison. database be top notch. user interface be friendly yet stylish. make playlist be easy and the browse section have expand my musical palette enormously. the student discount for $4.99 can be beat. a must-have.",5,u
com.spotify.music,English,8/4/2016,Krys McInnes,tight,desire,3,u
com.spotify.music,English,8/4/2016,Grimm Reafer,i love it but,"i just wish the offline option be available for the music without the subscription, for person who cant afford the subscription cant always afford the datum to constantly stream, so maybe lower the monthly price? then flawless. either way good job",4,fu
com.spotify.music,English,8/4/2016,Aleyxa Stafford,,the only thing that i kinda do like be that the add be not every 30 min,4,bu
com.spotify.music,English,8/4/2016,Kayla Knighten,major problems since update lg g5,"it crash randomly, also freeze when try to shuffle, can save any music for offline mode. i keep get a download error say there's no space left and i have 6gb available. try delete files, cache, uninstalling, move to the sd card, etc with no luck.",1,b
com.spotify.music,English,8/4/2016,Brian Pecina,best,love it its awesome,5,u
com.spotify.music,English,8/4/2016,Frank Orozco,,its such a good app always use it for party and live stream,5,u
com.spotify.music,English,8/4/2016,Shaunhaz Games,amazing,"works well, great interface and good music",5,u
com.spotify.music,English,8/4/2016,Art Symmes,pretty good listening,but commercial interruption be more intrusive than on pandora...,4,b
com.spotify.music,English,8/4/2016,Eric Aparicio,best ever,love it always,5,u
com.spotify.music,English,8/4/2016,Vicki Sentelle,disointed,"I loved this..at first. I built a play list. My complaint is, I have NEVER heard all of my songs on my playlist.  Some songs I hear at least three times. Seems like your only choice is to purchase the premium.",2,bu
com.spotify.music,English,8/4/2016,Cristian Gutierrez,,the only music app i use.,5,u
com.spotify.music,English,8/4/2016,Apiceflex games,spotify,i love it,5,u
com.spotify.music,English,8/4/2016,sally cheah,,great app..,5,u
com.spotify.music,English,8/4/2016,Alexis Reblora,good,nice song spotify,5,u
com.spotify.music,English,8/4/2016,richard jarrett,spotify,very good,4,u
com.spotify.music,English,8/4/2016,Cay Bay,absolutely love spotify!,"spotify be an amazing app for any music lover or listener and i would highly recommend over the competitor (apple music,tidal, and any others). i have used apple music and regret ever buy a subscription. first the app crash constantly and the interface be terrible for quickly accessing your music. the app be also very laggy and honestly apple music, along with their products, sucks. spotify be the way to go and their playlist be a must! the only thing i would like to see be hi fi for us audiophiles!",4,bfu
com.spotify.music,English,8/4/2016,Maximus Arriaga,amazing,well make app 5 star though if you do mind (even though it be a premium thing) please take away suggested song that would be great. thank you. if you do take it away it be ok i just want to listen to my song only.,5,fu
com.spotify.music,English,8/4/2016,Beto Sanper,tarasco13,really good app give it a shoot,5,u
com.spotify.music,English,8/4/2016,DeadPool Random,so freaking awsome,it t awsome it let you play any music i can hear the suicide squad album,5,u
com.spotify.music,English,8/4/2016,jordan perez,best music,very easy to use with new update keep get better and better. premium be the way to go with!,5,u
com.spotify.music,English,8/4/2016,Makinna Edmond,awesome,best thing i ever have,5,u
com.spotify.music,English,8/4/2016,Juvy Guerrero,the bessttt,its so good i've be used this for 4 year download it please it plays any song u want!!!!,5,u
com.spotify.music,English,8/4/2016,Armel Ngouloure,it ok,no problem,5,u
com.spotify.music,English,8/4/2016,Cartier Butler,love it,always on point,5,u
com.spotify.music,English,8/4/2016,Ryan-Jay Balisi,cool,very helpful. amazing.,5,u
com.spotify.music,English,8/4/2016,Marc Coronel,,great selection. need more control when screen be off,5,fu
com.spotify.music,English,8/4/2016,Andres Bos,too good,can find any complaints. therefore i will use arkan razor. if it' good it' good. lol,5,u
com.spotify.music,English,8/4/2016,Janina Lightfoot,good job spotify,awesome app,5,u
com.spotify.music,English,8/4/2016,Mickey Mickster,i can tell i m already gonna love it,but if its online only that' gonna be sad,5,bu
com.spotify.music,English,8/4/2016,Gita Fitria,awesome,i love it yooo,5,u
com.spotify.music,English,8/4/2016,Andrew Haverfield,good,really need a subscription to take full advantage,5,u
com.spotify.music,English,8/4/2016,Fariza Aulia Putri,best music !,"spotify have the most complete genre of music, from international to traditional. the browse menu also help us to find the music accord to the classification make by spotify. very recommended!",5,u
com.spotify.music,English,8/4/2016,Jaaron Lee-morgan,love this,spotify be the best music app by far,5,u
com.spotify.music,English,8/4/2016,Abby Smith,awesome,I love it because it has all my favourite songs and I can make a playlist😀,4,u
com.spotify.music,English,8/4/2016,Michael Clarke,,love spotify.,5,u
com.spotify.music,English,8/4/2016,Sarah Ponticello,,pretty great,5,u
com.spotify.music,English,8/4/2016,Marcelina Fuentes,,love it  is cool,5,u
com.spotify.music,English,8/4/2016,Shaylee Longe,amazing,best app ever,5,u
com.spotify.music,English,8/4/2016,Savannah Rawlings,amazing,love this app!!,5,u
com.spotify.music,English,8/4/2016,Jamie Foley,,as if you wouldn't....,5,s
com.spotify.music,English,8/4/2016,Patrick Monis,songs,not all song be here.,4,b
com.spotify.music,English,8/4/2016,David Johnson,is so cool i love it,# love music😀,5,u
com.spotify.music,English,8/4/2016,Raffy Ralph,with free music? really?,i do like that i need to listen there's add for 30 second or 1 minute to continue enjoy music,2,b
com.spotify.music,English,8/4/2016,PandazPlayzMC PandaBoy,love it,best music ever!!!!m good job!!!!!,5,u
com.spotify.music,English,8/4/2016,Jorge Villegas,sweet,love it,5,u
com.spotify.music,English,8/4/2016,Kyson Hensarling,best music,best music app for free whoever look at this app i suggest that u get it,5,u
com.spotify.music,English,8/4/2016,Veronica Nault,good,good but one improvement you can do be play any song any time on mobile. only ten let get that and it be kind of stupid,4,fu
com.spotify.music,English,8/4/2016,Nathan Dickes,must have! highly recommend 1010,spotify be the greatest thing that euver happen to me! i love this service so much! i highly recommend the family premium plan. it's well worth the subscription!,5,u
com.spotify.music,English,8/4/2016,Daud al,problem,"sometimes if i reboot my phone, spotify have notification no storage found",3,b
com.spotify.music,English,8/4/2016,Laura Bonilla,,i just love it !,5,u
com.spotify.music,English,8/4/2016,cyph poet,,good,5,u
com.spotify.music,English,8/4/2016,Marcos Morales,awesome !,love premium !,5,u
com.spotify.music,English,8/4/2016,Jose Angel Tabares Matos,good,"same singer no mater what, i have used another app but it change my selection very frecuently",5,u
com.spotify.music,English,8/4/2016,Alejandro Picado,genial,Excelente aplicación y calidad se audio.,5,s
com.spotify.music,English,8/4/2016,Hassan Haq,unusable,ever since the recent update i can even login anymore nor can i reset my password!,1,b
com.spotify.music,English,8/4/2016,Rick Thompson,spotify,spot,5,s
com.spotify.music,English,8/4/2016,john galla,used a lit of battery on offline,use a lot more power in offline mode. then it should,2,u
com.spotify.music,English,8/4/2016,Nathaly De Jesus,😍😍😍,always have the latest music best,5,u
com.spotify.music,English,8/4/2016,Jared A,damn near perfect,everything i've ask for from a music app. premium be the way to go. best thing since tummy rubs.,5,u
com.spotify.music,English,8/4/2016,Alexander Storm,good,great for listen to music only thing that bother me be that you can pay wit itune card or good play card for premium and the ad,5,fu
com.spotify.music,English,8/4/2016,Ninjajay 10,suggested songs!,"hate them. get rid of them, there ridiculous",1,bu
com.spotify.music,English,8/4/2016,Jessie Barrera,,from the lastest track to the oldest track hit the feel everytime,4,u
com.spotify.music,English,8/4/2016,pedro bernotti,5 stars,really good app,5,u
com.spotify.music,English,8/4/2016,Haoda,very cool,and stuff,4,s
com.spotify.music,English,8/4/2016,Javier Mora,excelent,works great!,5,u
com.spotify.music,English,8/4/2016,Wendy Gutierrez,loving it,got to try it and see for ur self,5,u
com.spotify.music,English,8/4/2016,Miguel Pierre,,the best,5,u
com.spotify.music,English,8/4/2016,Nabil c,cool,it be a peace of art that keep you wipe out in a good way.,4,u
